Name,Number,Inning,Bowler,Unable to finish,Notes,Match
Match_28_Innings_2_Over_7_UTF,7,Match_28_Innings_2,Isabel Kelley,Yes,1/0 score this over,Match_28
Match_28_Innings_2_Over_7_Completed,7,Match_28_Innings_2,Ellen Huff,No,2/0 score this over,Match_28
Match_28_Innings_2_Over_8,8,Match_28_Innings_2,David Lee,No,7/0 score this over,Match_28
Match_28_Innings_2_Over_9,9,Match_28_Innings_2,David Lee,No,24/0 score this over,Match_28
Match_28_Innings_2_Over_10,10,Match_28_Innings_2,David Lee,No,6/0 score this over,Match_28
Match_28_Innings_2_Over_11,11,Match_28_Innings_2,David Lee,No,2/0 score this over,Match_28
Match_28_Innings_2_Over_12,12,Match_28_Innings_2,Isabel Kelley,No,6/0 score this over,Match_28
Match_28_Innings_2_Over_13,13,Match_28_Innings_2,Isabel Kelley,No,34/0 score this over,Match_28
Match_28_Innings_2_Over_14,14,Match_28_Innings_2,Ellen Huff,No,1/0 score this over,Match_28
Match_28_Innings_2_Over_15,15,Match_28_Innings_2,Michael Morales,No,6/0 score this over,Match_28
Match_28_Innings_2_Over_16_UTF,16,Match_28_Innings_2,Michael Morales,Yes,2/0 score this over,Match_28
Match_28_Innings_2_Over_16_Completed,16,Match_28_Innings_2,David Lee,No,5/0 score this over,Match_28
Match_28_Innings_2_Over_17,17,Match_28_Innings_2,David Lee,No,8/0 score this over,Match_28
Match_28_Innings_2_Over_18_UTF,18,Match_28_Innings_2,Melissa Morton,Yes,1/0 score this over,Match_28
Match_28_Innings_2_Over_18_Completed,18,Match_28_Innings_2,David Lee,No,1/0 score this over,Match_28
Match_28_Innings_2_Over_19,19,Match_28_Innings_2,Isabel Kelley,No,1/0 score this over,Match_28
Match_28_Innings_2_Over_20,20,Match_28_Innings_2,Isabel Kelley,No,3/0 score this over,Match_28
Match_29_Innings_1_Over_1,1,Match_29_Innings_1,David Lee,No,34/5 score this over,Match_29
Match_29_Innings_1_Over_2,2,Match_29_Innings_1,Isabel Kelley,No,3/0 score this over,Match_29
Match_29_Innings_1_Over_3,3,Match_29_Innings_1,Melissa Morton,No,7/2 score this over,Match_29
Match_29_Innings_1_Over_4,4,Match_29_Innings_1,Ellen Huff,No,9/0 score this over,Match_29
Match_29_Innings_1_Over_5,5,Match_29_Innings_1,Melissa Morton,No,17/0 score this over,Match_29
Match_29_Innings_1_Over_6,6,Match_29_Innings_1,Isabel Kelley,No,15/0 score this over,Match_29
Match_29_Innings_1_Over_7,7,Match_29_Innings_1,David Lee,No,11/0 score this over,Match_29
Match_29_Innings_1_Over_8,8,Match_29_Innings_1,Isabel Kelley,No,4/0 score this over,Match_29
Match_29_Innings_1_Over_9,9,Match_29_Innings_1,Isabel Kelley,No,2/0 score this over,Match_29
Match_29_Innings_1_Over_10,10,Match_29_Innings_1,Ellen Huff,No,3/0 score this over,Match_29
Match_29_Innings_1_Over_11,11,Match_29_Innings_1,Isabel Kelley,No,12/0 score this over,Match_29
Match_29_Innings_1_Over_12,12,Match_29_Innings_1,Ellen Huff,No,6/0 score this over,Match_29
Match_29_Innings_1_Over_13,13,Match_29_Innings_1,Melissa Morton,No,6/0 score this over,Match_29
Match_29_Innings_1_Over_14,14,Match_29_Innings_1,Isabel Kelley,No,1/0 score this over,Match_29
Match_29_Innings_1_Over_15,15,Match_29_Innings_1,Isabel Kelley,No,13/0 score this over,Match_29
Match_29_Innings_1_Over_16,16,Match_29_Innings_1,Melissa Morton,No,21/0 score this over,Match_29
Match_29_Innings_1_Over_17,17,Match_29_Innings_1,Isabel Kelley,No,10/0 score this over,Match_29
Match_29_Innings_1_Over_18,18,Match_29_Innings_1,Michael Morales,No,4/0 score this over,Match_29
Match_29_Innings_1_Over_19,19,Match_29_Innings_1,Michael Morales,No,2/0 score this over,Match_29
Match_29_Innings_1_Over_20,20,Match_29_Innings_1,David Lee,No,4/0 score this over,Match_29
Match_29_Innings_2_Over_1,1,Match_29_Innings_2,Lisa Alvarado,No,16/1 score this over,Match_29
Match_29_Innings_2_Over_2,2,Match_29_Innings_2,Daryl Gonzalez,No,4/0 score this over,Match_29
Match_29_Innings_2_Over_3,3,Match_29_Innings_2,Daryl Gonzalez,No,1/0 score this over,Match_29
Match_29_Innings_2_Over_4,4,Match_29_Innings_2,Brenda Scott,No,1/0 score this over,Match_29
Match_29_Innings_2_Over_5,5,Match_29_Innings_2,Lisa Alvarado,No,10/0 score this over,Match_29
Match_29_Innings_2_Over_6,6,Match_29_Innings_2,Danielle Hudson,No,3/0 score this over,Match_29
Match_29_Innings_2_Over_7,7,Match_29_Innings_2,Daryl Gonzalez,No,3/0 score this over,Match_29
Match_29_Innings_2_Over_8,8,Match_29_Innings_2,Lisa Alvarado,No,2/0 score this over,Match_29
Match_29_Innings_2_Over_9,9,Match_29_Innings_2,Danielle Hudson,No,29/0 score this over,Match_29
Match_29_Innings_2_Over_10,10,Match_29_Innings_2,Daryl Gonzalez,No,3/0 score this over,Match_29
Match_29_Innings_2_Over_11,11,Match_29_Innings_2,Daryl Gonzalez,No,1/0 score this over,Match_29
Match_29_Innings_2_Over_12,12,Match_29_Innings_2,Lisa Alvarado,No,9/0 score this over,Match_29
Match_29_Innings_2_Over_13,13,Match_29_Innings_2,Daryl Gonzalez,No,8/0 score this over,Match_29
Match_29_Innings_2_Over_14,14,Match_29_Innings_2,Daryl Gonzalez,No,42/0 score this over,Match_29
Match_29_Innings_2_Over_15,15,Match_29_Innings_2,Angela Pearson,No,8/0 score this over,Match_29
Match_29_Innings_2_Over_16,16,Match_29_Innings_2,Angela Pearson,No,5/0 score this over,Match_29
Match_29_Innings_2_Over_17,17,Match_29_Innings_2,Lisa Alvarado,No,1/0 score this over,Match_29
Match_29_Innings_2_Over_18,18,Match_29_Innings_2,Daryl Gonzalez,No,3/0 score this over,Match_29
Match_29_Innings_2_Over_19,19,Match_29_Innings_2,Daryl Gonzalez,No,31/0 score this over,Match_29
Match_29_Innings_2_Over_20,20,Match_29_Innings_2,Lisa Alvarado,No,6/0 score this over,Match_29
Match_30_Innings_1_Over_1,1,Match_30_Innings_1,Mitchell Marquez,No,2/3 score this over,Match_30
Match_30_Innings_1_Over_2,2,Match_30_Innings_1,Amy Fletcher,No,3/0 score this over,Match_30
Match_30_Innings_1_Over_3,3,Match_30_Innings_1,Karen Anderson,No,1/0 score this over,Match_30
Match_30_Innings_1_Over_4,4,Match_30_Innings_1,Karen Anderson,No,9/0 score this over,Match_30
Match_30_Innings_1_Over_5,5,Match_30_Innings_1,Mitchell Marquez,No,2/0 score this over,Match_30
Match_30_Innings_1_Over_6,6,Match_30_Innings_1,Jonathan Jimenez,No,8/0 score this over,Match_30
Match_30_Innings_1_Over_7,7,Match_30_Innings_1,Karen Anderson,No,5/0 score this over,Match_30
Match_30_Innings_1_Over_8_UTF,8,Match_30_Innings_1,Karen Anderson,Yes,7/0 score this over,Match_30
Match_30_Innings_1_Over_8_Completed,8,Match_30_Innings_1,Mitchell Marquez,No,14/0 score this over,Match_30
Match_30_Innings_1_Over_9,9,Match_30_Innings_1,Thomas Williams,No,12/0 score this over,Match_30
Match_30_Innings_1_Over_10,10,Match_30_Innings_1,Jonathan Jimenez,No,8/0 score this over,Match_30
Match_30_Innings_1_Over_11,11,Match_30_Innings_1,Mitchell Marquez,No,5/0 score this over,Match_30
Match_30_Innings_1_Over_12,12,Match_30_Innings_1,Mitchell Marquez,No,6/0 score this over,Match_30
Match_30_Innings_1_Over_13,13,Match_30_Innings_1,Jonathan Jimenez,No,2/0 score this over,Match_30
Match_30_Innings_1_Over_14,14,Match_30_Innings_1,Jonathan Jimenez,No,14/0 score this over,Match_30
Match_30_Innings_1_Over_15,15,Match_30_Innings_1,Karen Anderson,No,8/0 score this over,Match_30
Match_30_Innings_1_Over_16,16,Match_30_Innings_1,Mitchell Marquez,No,13/0 score this over,Match_30
Match_30_Innings_1_Over_17,17,Match_30_Innings_1,Karen Anderson,No,16/0 score this over,Match_30
Match_30_Innings_1_Over_18,18,Match_30_Innings_1,Thomas Williams,No,5/0 score this over,Match_30
Match_30_Innings_1_Over_19,19,Match_30_Innings_1,Thomas Williams,No,2/0 score this over,Match_30
Match_30_Innings_1_Over_20_UTF,20,Match_30_Innings_1,Amy Fletcher,Yes,2/0 score this over,Match_30
Match_30_Innings_1_Over_20_Completed,20,Match_30_Innings_1,Mitchell Marquez,No,5/0 score this over,Match_30
Match_30_Innings_2_Over_1,1,Match_30_Innings_2,Lisa Alvarado,No,2/5 score this over,Match_30
Match_30_Innings_2_Over_2,2,Match_30_Innings_2,Brenda Scott,No,33/0 score this over,Match_30
Match_30_Innings_2_Over_3,3,Match_30_Innings_2,Lisa Alvarado,No,13/4 score this over,Match_30
Match_30_Innings_2_Over_4,4,Match_30_Innings_2,Daryl Gonzalez,No,3/0 score this over,Match_30
Match_30_Innings_2_Over_5,5,Match_30_Innings_2,Daryl Gonzalez,No,5/0 score this over,Match_30
Match_30_Innings_2_Over_6,6,Match_30_Innings_2,Danielle Hudson,No,4/0 score this over,Match_30
Match_30_Innings_2_Over_7,7,Match_30_Innings_2,Brenda Scott,No,12/0 score this over,Match_30
Match_30_Innings_2_Over_8,8,Match_30_Innings_2,Daryl Gonzalez,No,5/0 score this over,Match_30
Match_30_Innings_2_Over_9,9,Match_30_Innings_2,Danielle Hudson,No,9/0 score this over,Match_30
Match_30_Innings_2_Over_10,10,Match_30_Innings_2,Brenda Scott,No,1/0 score this over,Match_30
Match_30_Innings_2_Over_11,11,Match_30_Innings_2,Angela Pearson,No,13/0 score this over,Match_30
Match_30_Innings_2_Over_12,12,Match_30_Innings_2,Brenda Scott,No,8/0 score this over,Match_30
Match_30_Innings_2_Over_13,13,Match_30_Innings_2,Daryl Gonzalez,No,4/0 score this over,Match_30
Match_30_Innings_2_Over_14,14,Match_30_Innings_2,Daryl Gonzalez,No,6/0 score this over,Match_30
Match_30_Innings_2_Over_15,15,Match_30_Innings_2,Angela Pearson,No,2/0 score this over,Match_30
Match_30_Innings_2_Over_16,16,Match_30_Innings_2,Angela Pearson,No,1/0 score this over,Match_30
Match_30_Innings_2_Over_17,17,Match_30_Innings_2,Lisa Alvarado,No,1/0 score this over,Match_30
Match_30_Innings_2_Over_18,18,Match_30_Innings_2,Lisa Alvarado,No,2/0 score this over,Match_30
Match_30_Innings_2_Over_19,19,Match_30_Innings_2,Angela Pearson,No,2/0 score this over,Match_30
Match_30_Innings_2_Over_20,20,Match_30_Innings_2,Danielle Hudson,No,2/0 score this over,Match_30
Match_31_Innings_1_Over_1,1,Match_31_Innings_1,Gregory Hernandez,No,8/0 score this over,Match_31
Match_31_Innings_1_Over_2,2,Match_31_Innings_1,Gregory Hernandez,No,6/0 score this over,Match_31
Match_31_Innings_1_Over_3,3,Match_31_Innings_1,Gregory Hernandez,No,3/0 score this over,Match_31
Match_31_Innings_1_Over_4,4,Match_31_Innings_1,Patricia Curtis,No,14/0 score this over,Match_31
Match_31_Innings_1_Over_5,5,Match_31_Innings_1,Tabitha Becker,No,1/0 score this over,Match_31
Match_31_Innings_1_Over_6,6,Match_31_Innings_1,Eddie Welch,No,7/0 score this over,Match_31
Match_31_Innings_1_Over_7,7,Match_31_Innings_1,Kenneth Padilla,No,4/0 score this over,Match_31
Match_31_Innings_1_Over_8,8,Match_31_Innings_1,Tabitha Becker,No,11/0 score this over,Match_31
Match_31_Innings_1_Over_9,9,Match_31_Innings_1,Eddie Welch,No,32/0 score this over,Match_31
Match_31_Innings_1_Over_10,10,Match_31_Innings_1,Tabitha Becker,No,2/0 score this over,Match_31
Match_31_Innings_1_Over_11,11,Match_31_Innings_1,Tabitha Becker,No,3/0 score this over,Match_31
Match_31_Innings_1_Over_12,12,Match_31_Innings_1,Gregory Hernandez,No,26/0 score this over,Match_31
Match_31_Innings_1_Over_13,13,Match_31_Innings_1,Eddie Welch,No,31/0 score this over,Match_31
Match_31_Innings_1_Over_14,14,Match_31_Innings_1,Patricia Curtis,No,4/0 score this over,Match_31
Match_31_Innings_1_Over_15,15,Match_31_Innings_1,Gregory Hernandez,No,5/0 score this over,Match_31
Match_31_Innings_1_Over_16_UTF,16,Match_31_Innings_1,Kenneth Padilla,Yes,4/0 score this over,Match_31
Match_31_Innings_1_Over_16_Completed,16,Match_31_Innings_1,Patricia Curtis,No,7/0 score this over,Match_31
Match_31_Innings_1_Over_17,17,Match_31_Innings_1,Patricia Curtis,No,10/0 score this over,Match_31
Match_31_Innings_1_Over_18,18,Match_31_Innings_1,Gregory Hernandez,No,1/0 score this over,Match_31
Match_31_Innings_1_Over_19,19,Match_31_Innings_1,Eddie Welch,No,10/0 score this over,Match_31
Match_31_Innings_1_Over_20,20,Match_31_Innings_1,Eddie Welch,No,9/0 score this over,Match_31
Match_31_Innings_2_Over_1,1,Match_31_Innings_2,Stephanie Bryant,No,27/3 score this over,Match_31
Match_31_Innings_2_Over_2,2,Match_31_Innings_2,James Hawkins,No,25/4 score this over,Match_31
Match_31_Innings_2_Over_3,3,Match_31_Innings_2,Felicia Williams,No,26/0 score this over,Match_31
Match_31_Innings_2_Over_4,4,Match_31_Innings_2,Felicia Williams,No,14/1 score this over,Match_31
Match_31_Innings_2_Over_5,5,Match_31_Innings_2,Felicia Williams,No,4/0 score this over,Match_31
Match_31_Innings_2_Over_6,6,Match_31_Innings_2,Frederick Lewis,No,18/1 score this over,Match_31
Match_31_Innings_2_Over_7,7,Match_31_Innings_2,James Hawkins,No,5/0 score this over,Match_31
Match_31_Innings_2_Over_8,8,Match_31_Innings_2,Corey Davis,No,10/0 score this over,Match_31
Match_31_Innings_2_Over_9,9,Match_31_Innings_2,Corey Davis,No,11/0 score this over,Match_31
Match_31_Innings_2_Over_10,10,Match_31_Innings_2,Frederick Lewis,No,4/0 score this over,Match_31
Match_31_Innings_2_Over_11,11,Match_31_Innings_2,Corey Davis,No,4/0 score this over,Match_31
Match_31_Innings_2_Over_12_UTF,12,Match_31_Innings_2,Felicia Williams,Yes,2/0 score this over,Match_31
Match_31_Innings_2_Over_12_Completed,12,Match_31_Innings_2,James Hawkins,No,5/0 score this over,Match_31
Match_31_Innings_2_Over_13,13,Match_31_Innings_2,Corey Davis,No,2/0 score this over,Match_31
Match_31_Innings_2_Over_14,14,Match_31_Innings_2,Stephanie Bryant,No,17/0 score this over,Match_31
Match_31_Innings_2_Over_15,15,Match_31_Innings_2,Corey Davis,No,12/0 score this over,Match_31
Match_31_Innings_2_Over_16,16,Match_31_Innings_2,James Hawkins,No,3/0 score this over,Match_31
Match_31_Innings_2_Over_17,17,Match_31_Innings_2,Stephanie Bryant,No,3/0 score this over,Match_31
Match_31_Innings_2_Over_18,18,Match_31_Innings_2,Stephanie Bryant,No,8/0 score this over,Match_31
Match_31_Innings_2_Over_19,19,Match_31_Innings_2,Felicia Williams,No,3/0 score this over,Match_31
Match_31_Innings_2_Over_20,20,Match_31_Innings_2,Frederick Lewis,No,1/0 score this over,Match_31
Match_32_Innings_1_Over_1,1,Match_32_Innings_1,Pamela Levine,No,8/2 score this over,Match_32
Match_32_Innings_1_Over_2,2,Match_32_Innings_1,Victor Ward,No,1/3 score this over,Match_32
Match_32_Innings_1_Over_3,3,Match_32_Innings_1,Pamela Levine,No,3/1 score this over,Match_32
Match_32_Innings_1_Over_4,4,Match_32_Innings_1,Jonathan Jones,No,2/1 score this over,Match_32
Match_32_Innings_1_Over_5,5,Match_32_Innings_1,Victor Ward,No,2/2 score this over,Match_32
Match_32_Innings_1_Over_6,6,Match_32_Innings_1,Andrea Williams,No,6/0 score this over,Match_32
Match_32_Innings_1_Over_7,7,Match_32_Innings_1,Pamela Levine,No,9/0 score this over,Match_32
Match_32_Innings_1_Over_8,8,Match_32_Innings_1,Victor Ward,No,5/0 score this over,Match_32
Match_32_Innings_1_Over_9_UTF,9,Match_32_Innings_1,Jonathan Jones,Yes,2/0 score this over,Match_32
Match_32_Innings_1_Over_9_Completed,9,Match_32_Innings_1,Andrea Williams,No,4/0 score this over,Match_32
Match_32_Innings_1_Over_10,10,Match_32_Innings_1,Brian Hill,No,7/0 score this over,Match_32
Match_32_Innings_1_Over_11_UTF,11,Match_32_Innings_1,Victor Ward,Yes,3/0 score this over,Match_32
Match_32_Innings_1_Over_11_Completed,11,Match_32_Innings_1,Andrea Williams,No,7/0 score this over,Match_32
Match_32_Innings_1_Over_12,12,Match_32_Innings_1,Victor Ward,No,26/0 score this over,Match_32
Match_32_Innings_1_Over_13,13,Match_32_Innings_1,Victor Ward,No,17/0 score this over,Match_32
Match_32_Innings_1_Over_14,14,Match_32_Innings_1,Jonathan Jones,No,2/0 score this over,Match_32
Match_32_Innings_1_Over_15,15,Match_32_Innings_1,Pamela Levine,No,6/0 score this over,Match_32
Match_32_Innings_1_Over_16,16,Match_32_Innings_1,Andrea Williams,No,7/0 score this over,Match_32
Match_32_Innings_1_Over_17,17,Match_32_Innings_1,Victor Ward,No,27/0 score this over,Match_32
Match_32_Innings_1_Over_18,18,Match_32_Innings_1,Brian Hill,No,9/0 score this over,Match_32
Match_32_Innings_1_Over_19,19,Match_32_Innings_1,Pamela Levine,No,1/0 score this over,Match_32
Match_32_Innings_1_Over_20,20,Match_32_Innings_1,Andrea Williams,No,1/0 score this over,Match_32
Match_32_Innings_2_Over_1,1,Match_32_Innings_2,Tabitha Becker,No,4/2 score this over,Match_32
Match_32_Innings_2_Over_2,2,Match_32_Innings_2,Eddie Welch,No,4/3 score this over,Match_32
Match_32_Innings_2_Over_3,3,Match_32_Innings_2,Eddie Welch,No,3/0 score this over,Match_32
Match_32_Innings_2_Over_4,4,Match_32_Innings_2,Eddie Welch,No,11/0 score this over,Match_32
Match_32_Innings_2_Over_5,5,Match_32_Innings_2,Tabitha Becker,No,18/0 score this over,Match_32
Match_32_Innings_2_Over_6,6,Match_32_Innings_2,Tabitha Becker,No,5/0 score this over,Match_32
Match_32_Innings_2_Over_7,7,Match_32_Innings_2,Gregory Hernandez,No,2/0 score this over,Match_32
Match_32_Innings_2_Over_8,8,Match_32_Innings_2,Eddie Welch,No,4/0 score this over,Match_32
Match_32_Innings_2_Over_9,9,Match_32_Innings_2,Gregory Hernandez,No,10/0 score this over,Match_32
Match_32_Innings_2_Over_10,10,Match_32_Innings_2,Eddie Welch,No,2/0 score this over,Match_32
Match_32_Innings_2_Over_11,11,Match_32_Innings_2,Eddie Welch,No,5/0 score this over,Match_32
Match_32_Innings_2_Over_12,12,Match_32_Innings_2,Eddie Welch,No,1/0 score this over,Match_32
Match_32_Innings_2_Over_13,13,Match_32_Innings_2,Patricia Curtis,No,8/0 score this over,Match_32
Match_32_Innings_2_Over_14,14,Match_32_Innings_2,Patricia Curtis,No,13/0 score this over,Match_32
Match_32_Innings_2_Over_15,15,Match_32_Innings_2,Patricia Curtis,No,28/0 score this over,Match_32
Match_32_Innings_2_Over_16,16,Match_32_Innings_2,Kenneth Padilla,No,23/0 score this over,Match_32
Match_32_Innings_2_Over_17,17,Match_32_Innings_2,Tabitha Becker,No,1/0 score this over,Match_32
Match_32_Innings_2_Over_18,18,Match_32_Innings_2,Kenneth Padilla,No,8/0 score this over,Match_32
Match_32_Innings_2_Over_19,19,Match_32_Innings_2,Kenneth Padilla,No,5/0 score this over,Match_32
Match_32_Innings_2_Over_20,20,Match_32_Innings_2,Kenneth Padilla,No,1/0 score this over,Match_32
Match_33_Innings_1_Over_1,1,Match_33_Innings_1,Tabitha Becker,No,23/4 score this over,Match_33
Match_33_Innings_1_Over_2,2,Match_33_Innings_1,Tabitha Becker,No,5/0 score this over,Match_33
Match_33_Innings_1_Over_3,3,Match_33_Innings_1,Gregory Hernandez,No,14/0 score this over,Match_33
Match_33_Innings_1_Over_4,4,Match_33_Innings_1,Gregory Hernandez,No,4/0 score this over,Match_33
Match_33_Innings_1_Over_5,5,Match_33_Innings_1,Gregory Hernandez,No,1/0 score this over,Match_33
Match_33_Innings_1_Over_6,6,Match_33_Innings_1,Patricia Curtis,No,5/0 score this over,Match_33
Match_33_Innings_1_Over_7,7,Match_33_Innings_1,Kenneth Padilla,No,2/1 score this over,Match_33
Match_33_Innings_1_Over_8,8,Match_33_Innings_1,Gregory Hernandez,No,5/0 score this over,Match_33
Match_33_Innings_1_Over_9,9,Match_33_Innings_1,Gregory Hernandez,No,5/0 score this over,Match_33
Match_33_Innings_1_Over_10,10,Match_33_Innings_1,Gregory Hernandez,No,6/0 score this over,Match_33
Match_33_Innings_1_Over_11,11,Match_33_Innings_1,Kenneth Padilla,No,9/0 score this over,Match_33
Match_33_Innings_1_Over_12,12,Match_33_Innings_1,Tabitha Becker,No,1/0 score this over,Match_33
Match_33_Innings_1_Over_13,13,Match_33_Innings_1,Eddie Welch,No,2/0 score this over,Match_33
Match_33_Innings_1_Over_14_UTF,14,Match_33_Innings_1,Eddie Welch,Yes,2/0 score this over,Match_33
Match_33_Innings_1_Over_14_Completed,14,Match_33_Innings_1,Kenneth Padilla,No,4/0 score this over,Match_33
Match_33_Innings_1_Over_15,15,Match_33_Innings_1,Eddie Welch,No,1/0 score this over,Match_33
Match_33_Innings_1_Over_16,16,Match_33_Innings_1,Tabitha Becker,No,8/0 score this over,Match_33
Match_33_Innings_1_Over_17,17,Match_33_Innings_1,Patricia Curtis,No,2/0 score this over,Match_33
Match_33_Innings_1_Over_18,18,Match_33_Innings_1,Kenneth Padilla,No,17/0 score this over,Match_33
Match_33_Innings_1_Over_19,19,Match_33_Innings_1,Eddie Welch,No,8/0 score this over,Match_33
Match_33_Innings_1_Over_20,20,Match_33_Innings_1,Kenneth Padilla,No,5/0 score this over,Match_33
Match_33_Innings_2_Over_1,1,Match_33_Innings_2,John Riggs,No,8/4 score this over,Match_33
Match_33_Innings_2_Over_2,2,Match_33_Innings_2,John Riggs,No,3/0 score this over,Match_33
Match_33_Innings_2_Over_3,3,Match_33_Innings_2,Curtis Cooper,No,22/1 score this over,Match_33
Match_33_Innings_2_Over_4,4,Match_33_Innings_2,Curtis Cooper,No,3/0 score this over,Match_33
Match_33_Innings_2_Over_5,5,Match_33_Innings_2,John Riggs,No,3/0 score this over,Match_33
Match_33_Innings_2_Over_6,6,Match_33_Innings_2,Sandra Clark,No,5/0 score this over,Match_33
Match_33_Innings_2_Over_7,7,Match_33_Innings_2,John Riggs,No,8/0 score this over,Match_33
Match_33_Innings_2_Over_8,8,Match_33_Innings_2,Sandra Clark,No,21/0 score this over,Match_33
Match_33_Innings_2_Over_9,9,Match_33_Innings_2,Curtis Cooper,No,6/0 score this over,Match_33
Match_33_Innings_2_Over_10,10,Match_33_Innings_2,Sandra Clark,No,2/0 score this over,Match_33
Match_33_Innings_2_Over_11,11,Match_33_Innings_2,Curtis Cooper,No,7/0 score this over,Match_33
Match_33_Innings_2_Over_12,12,Match_33_Innings_2,John Riggs,No,1/0 score this over,Match_33
Match_33_Innings_2_Over_13,13,Match_33_Innings_2,John Riggs,No,1/0 score this over,Match_33
Match_33_Innings_2_Over_14,14,Match_33_Innings_2,John Riggs,No,1/0 score this over,Match_33
Match_33_Innings_2_Over_15,15,Match_33_Innings_2,Micheal Davis,No,2/0 score this over,Match_33
Match_33_Innings_2_Over_16,16,Match_33_Innings_2,John Riggs,No,1/0 score this over,Match_33
Match_33_Innings_2_Over_17,17,Match_33_Innings_2,Curtis Cooper,No,4/0 score this over,Match_33
Match_33_Innings_2_Over_18,18,Match_33_Innings_2,Sandra Clark,No,5/0 score this over,Match_33
Match_33_Innings_2_Over_19,19,Match_33_Innings_2,Sandra Clark,No,7/0 score this over,Match_33
Match_33_Innings_2_Over_20,20,Match_33_Innings_2,John Riggs,No,23/0 score this over,Match_33
Match_34_Innings_1_Over_1_UTF,1,Match_34_Innings_1,Gregory Hernandez,Yes,3/1 score this over,Match_34
Match_34_Innings_1_Over_1_Completed,1,Match_34_Innings_1,Kenneth Padilla,No,6/0 score this over,Match_34
Match_34_Innings_1_Over_2,2,Match_34_Innings_1,Gregory Hernandez,No,5/0 score this over,Match_34
Match_34_Innings_1_Over_3,3,Match_34_Innings_1,Gregory Hernandez,No,12/1 score this over,Match_34
Match_34_Innings_1_Over_4,4,Match_34_Innings_1,Tabitha Becker,No,2/0 score this over,Match_34
Match_34_Innings_1_Over_5,5,Match_34_Innings_1,Tabitha Becker,No,2/1 score this over,Match_34
Match_34_Innings_1_Over_6,6,Match_34_Innings_1,Gregory Hernandez,No,8/1 score this over,Match_34
Match_34_Innings_1_Over_7,7,Match_34_Innings_1,Eddie Welch,No,38/0 score this over,Match_34
Match_34_Innings_1_Over_8,8,Match_34_Innings_1,Gregory Hernandez,No,3/1 score this over,Match_34
Match_34_Innings_1_Over_9,9,Match_34_Innings_1,Gregory Hernandez,No,4/0 score this over,Match_34
Match_34_Innings_1_Over_10,10,Match_34_Innings_1,Kenneth Padilla,No,32/0 score this over,Match_34
Match_34_Innings_1_Over_11,11,Match_34_Innings_1,Patricia Curtis,No,14/2 score this over,Match_34
Match_34_Innings_1_Over_12,12,Match_34_Innings_1,Eddie Welch,No,9/0 score this over,Match_34
Match_34_Innings_1_Over_13,13,Match_34_Innings_1,Tabitha Becker,No,2/1 score this over,Match_34
Match_34_Innings_1_Over_14,14,Match_34_Innings_1,Tabitha Becker,No,1/0 score this over,Match_34
Match_34_Innings_1_Over_15,15,Match_34_Innings_1,Gregory Hernandez,No,6/0 score this over,Match_34
Match_34_Innings_1_Over_16,16,Match_34_Innings_1,Kenneth Padilla,No,1/0 score this over,Match_34
Match_34_Innings_1_Over_17,17,Match_34_Innings_1,Gregory Hernandez,No,19/0 score this over,Match_34
Match_34_Innings_1_Over_18,18,Match_34_Innings_1,Tabitha Becker,No,10/0 score this over,Match_34
Match_34_Innings_1_Over_19,19,Match_34_Innings_1,Kenneth Padilla,No,3/0 score this over,Match_34
Match_34_Innings_1_Over_20,20,Match_34_Innings_1,Tabitha Becker,No,10/0 score this over,Match_34
Match_34_Innings_2_Over_1,1,Match_34_Innings_2,Derrick Chase,No,1/4 score this over,Match_34
Match_34_Innings_2_Over_2,2,Match_34_Innings_2,Sheena Bean,No,2/1 score this over,Match_34
Match_34_Innings_2_Over_3,3,Match_34_Innings_2,Krista Tucker,No,1/0 score this over,Match_34
Match_34_Innings_2_Over_4,4,Match_34_Innings_2,Sheena Bean,No,36/0 score this over,Match_34
Match_34_Innings_2_Over_5,5,Match_34_Innings_2,Derrick Chase,No,1/0 score this over,Match_34
Match_34_Innings_2_Over_6,6,Match_34_Innings_2,Jon Jones,No,1/0 score this over,Match_34
Match_34_Innings_2_Over_7,7,Match_34_Innings_2,Sheena Bean,No,4/0 score this over,Match_34
Match_34_Innings_2_Over_8,8,Match_34_Innings_2,Jon Jones,No,3/0 score this over,Match_34
Match_34_Innings_2_Over_9,9,Match_34_Innings_2,Gabrielle Wilkins,No,14/0 score this over,Match_34
Match_34_Innings_2_Over_10,10,Match_34_Innings_2,Krista Tucker,No,8/0 score this over,Match_34
Match_34_Innings_2_Over_11,11,Match_34_Innings_2,Gabrielle Wilkins,No,22/0 score this over,Match_34
Match_34_Innings_2_Over_12,12,Match_34_Innings_2,Krista Tucker,No,3/0 score this over,Match_34
Match_34_Innings_2_Over_13,13,Match_34_Innings_2,Krista Tucker,No,3/0 score this over,Match_34
Match_34_Innings_2_Over_14,14,Match_34_Innings_2,Krista Tucker,No,12/0 score this over,Match_34
Match_34_Innings_2_Over_15,15,Match_34_Innings_2,Sheena Bean,No,8/0 score this over,Match_34
Match_34_Innings_2_Over_16,16,Match_34_Innings_2,Krista Tucker,No,34/0 score this over,Match_34
Match_34_Innings_2_Over_17,17,Match_34_Innings_2,Derrick Chase,No,5/0 score this over,Match_34
Match_34_Innings_2_Over_18,18,Match_34_Innings_2,Sheena Bean,No,6/0 score this over,Match_34
