Name,Number,Over,Batsman,Result,Runs,Dismissal Type,Dismissal Fielder,Notes,Innings,Match,Bowler
Match_26_Innings_1_Over_13_Delivery_3,3,Match_26_Innings_1_Over_13,Caitlyn Porter,Runs,3,,,3 runs this delivery,Match_26_Innings_1,Match_26,Christopher Welch
Match_26_Innings_1_Over_13_Delivery_4,4,Match_26_Innings_1_Over_13,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Christopher Welch
Match_26_Innings_1_Over_13_Delivery_5,5,Match_26_Innings_1_Over_13,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Christopher Welch
Match_26_Innings_1_Over_13_Delivery_6,6,Match_26_Innings_1_Over_13,Caitlyn Porter,Runs,2,,,2 runs this delivery,Match_26_Innings_1,Match_26,Christopher Welch
Match_26_Innings_1_Over_14_Delivery_1,1,Match_26_Innings_1_Over_14,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_14_Delivery_2,2,Match_26_Innings_1_Over_14,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_14_Delivery_3,3,Match_26_Innings_1_Over_14,Caitlyn Porter,Runs,4,,,4 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_14_Delivery_4,4,Match_26_Innings_1_Over_14,Caitlyn Porter,Runs,4,,,4 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_14_Delivery_5,5,Match_26_Innings_1_Over_14,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_14_Delivery_6,6,Match_26_Innings_1_Over_14,Caitlyn Porter,Runs,2,,,2 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_15_Delivery_1,1,Match_26_Innings_1_Over_15,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Megan Cunningham
Match_26_Innings_1_Over_15_Delivery_2,2,Match_26_Innings_1_Over_15,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Megan Cunningham
Match_26_Innings_1_Over_15_Delivery_3,3,Match_26_Innings_1_Over_15,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Megan Cunningham
Match_26_Innings_1_Over_15_Delivery_4,4,Match_26_Innings_1_Over_15,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Megan Cunningham
Match_26_Innings_1_Over_15_Delivery_5,5,Match_26_Innings_1_Over_15,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Megan Cunningham
Match_26_Innings_1_Over_15_Delivery_6,6,Match_26_Innings_1_Over_15,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Megan Cunningham
Match_26_Innings_1_Over_16_Delivery_1,1,Match_26_Innings_1_Over_16,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_16_Delivery_2,2,Match_26_Innings_1_Over_16,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_16_Delivery_3,3,Match_26_Innings_1_Over_16,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_16_Delivery_4,4,Match_26_Innings_1_Over_16,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_16_Delivery_5,5,Match_26_Innings_1_Over_16,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_16_Delivery_6,6,Match_26_Innings_1_Over_16,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_17_Delivery_1,1,Match_26_Innings_1_Over_17,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_17_Delivery_2,2,Match_26_Innings_1_Over_17,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_17_Delivery_3,3,Match_26_Innings_1_Over_17,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_17_Delivery_4,4,Match_26_Innings_1_Over_17,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_17_Delivery_5,5,Match_26_Innings_1_Over_17,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_17_Delivery_6,6,Match_26_Innings_1_Over_17,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Alexandria Thompson
Match_26_Innings_1_Over_18_Delivery_1,1,Match_26_Innings_1_Over_18,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Megan Cunningham
Match_26_Innings_1_Over_18_Delivery_2,2,Match_26_Innings_1_Over_18,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Megan Cunningham
Match_26_Innings_1_Over_18_Delivery_3,3,Match_26_Innings_1_Over_18,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Megan Cunningham
Match_26_Innings_1_Over_18_Delivery_4,4,Match_26_Innings_1_Over_18,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Megan Cunningham
Match_26_Innings_1_Over_18_Delivery_5,5,Match_26_Innings_1_Over_18,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Megan Cunningham
Match_26_Innings_1_Over_18_Delivery_6,6,Match_26_Innings_1_Over_18,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Megan Cunningham
Match_26_Innings_1_Over_19_Delivery_1,1,Match_26_Innings_1_Over_19,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Angelica Lyons
Match_26_Innings_1_Over_19_Delivery_2,2,Match_26_Innings_1_Over_19,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Angelica Lyons
Match_26_Innings_1_Over_19_Delivery_3,3,Match_26_Innings_1_Over_19,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Angelica Lyons
Match_26_Innings_1_Over_19_Delivery_4,4,Match_26_Innings_1_Over_19,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Angelica Lyons
Match_26_Innings_1_Over_19_Delivery_5,5,Match_26_Innings_1_Over_19,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Angelica Lyons
Match_26_Innings_1_Over_19_Delivery_6,6,Match_26_Innings_1_Over_19,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Angelica Lyons
Match_26_Innings_1_Over_20_Delivery_1,1,Match_26_Innings_1_Over_20,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Victoria Jacobs
Match_26_Innings_1_Over_20_Delivery_2,2,Match_26_Innings_1_Over_20,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Victoria Jacobs
Match_26_Innings_1_Over_20_Delivery_3,3,Match_26_Innings_1_Over_20,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Victoria Jacobs
Match_26_Innings_1_Over_20_Delivery_4,4,Match_26_Innings_1_Over_20,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Victoria Jacobs
Match_26_Innings_1_Over_20_Delivery_5,5,Match_26_Innings_1_Over_20,Caitlyn Porter,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_1,Match_26,Victoria Jacobs
Match_26_Innings_1_Over_20_Delivery_6,6,Match_26_Innings_1_Over_20,Caitlyn Porter,Runs,1,,,1 runs this delivery,Match_26_Innings_1,Match_26,Victoria Jacobs
Match_26_Innings_2_Over_1_Delivery_1,1,Match_26_Innings_2_Over_1,Allen Morales,Runs,3,,,3 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_1_Delivery_2,2,Match_26_Innings_2_Over_1,Allen Morales,Runs,3,,,3 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_1_Delivery_3,3,Match_26_Innings_2_Over_1,Allen Morales,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_1_Delivery_4,4,Match_26_Innings_2_Over_1,Allen Morales,Runs,2,,,2 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_1_Delivery_5,5,Match_26_Innings_2_Over_1,Allen Morales,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_1_Delivery_6,6,Match_26_Innings_2_Over_1,Allen Morales,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_2_Delivery_1,1,Match_26_Innings_2_Over_2,Allen Morales,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_2_Delivery_2,2,Match_26_Innings_2_Over_2,Allen Morales,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_2_Delivery_3,3,Match_26_Innings_2_Over_2,Allen Morales,Runs,3,,,3 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_2_Delivery_4,4,Match_26_Innings_2_Over_2,Allen Morales,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_2_Delivery_5,5,Match_26_Innings_2_Over_2,Allen Morales,Runs,2,,,2 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_2_Delivery_6,6,Match_26_Innings_2_Over_2,Allen Morales,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_3_Delivery_1,1,Match_26_Innings_2_Over_3,Allen Morales,Dismissal,,LBW,,Allen Morales wicket taken,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_3_Delivery_2,2,Match_26_Innings_2_Over_3,Tiffany Hanson,Runs,3,,,3 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_3_Delivery_3,3,Match_26_Innings_2_Over_3,Tiffany Hanson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_3_Delivery_4,4,Match_26_Innings_2_Over_3,Tiffany Hanson,Dismissal,,Caught,Mark Lopez,Tiffany Hanson wicket taken,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_3_Delivery_5,5,Match_26_Innings_2_Over_3,Ronald Johnson,Dismissal,,LBW,,Ronald Johnson wicket taken,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_3_Delivery_6,6,Match_26_Innings_2_Over_3,Steven Holmes,Runs,3,,,3 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_4_Delivery_1,1,Match_26_Innings_2_Over_4,Leslie Myers,Runs,4,,,4 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_4_Delivery_2,2,Match_26_Innings_2_Over_4,Leslie Myers,Dismissal,,Bowler,,Leslie Myers wicket taken,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_4_Delivery_3,3,Match_26_Innings_2_Over_4,Allen Morales,Dismissal,,Bowler,,Allen Morales wicket taken,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_4_Delivery_4,4,Match_26_Innings_2_Over_4,Tiffany Hanson,Runs,2,,,2 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_4_Delivery_5,5,Match_26_Innings_2_Over_4,Tiffany Hanson,Dismissal,,Stumped,Justin Harper,Tiffany Hanson wicket taken,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_4_Delivery_6,6,Match_26_Innings_2_Over_4,Ronald Johnson,Runs,2,,,2 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_5_Delivery_1,1,Match_26_Innings_2_Over_5,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_5_Delivery_2,2,Match_26_Innings_2_Over_5,Ronald Johnson,Runs,3,,,3 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_5_Delivery_3,3,Match_26_Innings_2_Over_5,Ronald Johnson,Runs,2,,,2 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_5_Delivery_4,4,Match_26_Innings_2_Over_5,Ronald Johnson,Runs,2,,,2 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_5_Delivery_5,5,Match_26_Innings_2_Over_5,Ronald Johnson,Runs,2,,,2 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_5_Delivery_6,6,Match_26_Innings_2_Over_5,Ronald Johnson,Runs,7,,,7 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_6_Delivery_1,1,Match_26_Innings_2_Over_6,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_6_Delivery_2,2,Match_26_Innings_2_Over_6,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_6_Delivery_3,3,Match_26_Innings_2_Over_6,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_6_Delivery_4,4,Match_26_Innings_2_Over_6,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_6_Delivery_5,5,Match_26_Innings_2_Over_6,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_6_Delivery_6,6,Match_26_Innings_2_Over_6,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_7_Delivery_1,1,Match_26_Innings_2_Over_7,Ronald Johnson,Runs,2,,,2 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_7_Delivery_2,2,Match_26_Innings_2_Over_7,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_7_Delivery_3,3,Match_26_Innings_2_Over_7,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_7_Delivery_4,4,Match_26_Innings_2_Over_7,Ronald Johnson,Runs,5,,,5 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_7_Delivery_5,5,Match_26_Innings_2_Over_7,Ronald Johnson,Runs,2,,,2 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_7_Delivery_6,6,Match_26_Innings_2_Over_7,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_8_Delivery_1,1,Match_26_Innings_2_Over_8,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_8_Delivery_2,2,Match_26_Innings_2_Over_8,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_8_Delivery_3,3,Match_26_Innings_2_Over_8,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_8_Delivery_4,4,Match_26_Innings_2_Over_8,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_8_Delivery_5,5,Match_26_Innings_2_Over_8,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_8_Delivery_6,6,Match_26_Innings_2_Over_8,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_9_Delivery_1,1,Match_26_Innings_2_Over_9,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_9_Delivery_2,2,Match_26_Innings_2_Over_9,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_9_Delivery_3,3,Match_26_Innings_2_Over_9,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_9_Delivery_4,4,Match_26_Innings_2_Over_9,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_9_Delivery_5,5,Match_26_Innings_2_Over_9,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_9_Delivery_6,6,Match_26_Innings_2_Over_9,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_10_Delivery_1,1,Match_26_Innings_2_Over_10,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_10_Delivery_2,2,Match_26_Innings_2_Over_10,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_10_Delivery_3,3,Match_26_Innings_2_Over_10,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_10_Delivery_4,4,Match_26_Innings_2_Over_10,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_10_Delivery_5,5,Match_26_Innings_2_Over_10,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_10_Delivery_6,6,Match_26_Innings_2_Over_10,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_11_Delivery_1,1,Match_26_Innings_2_Over_11,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_11_Delivery_2,2,Match_26_Innings_2_Over_11,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_11_Delivery_3,3,Match_26_Innings_2_Over_11,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_11_Delivery_4,4,Match_26_Innings_2_Over_11,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_11_Delivery_5,5,Match_26_Innings_2_Over_11,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_11_Delivery_6,6,Match_26_Innings_2_Over_11,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_12_UTF_Delivery_1,1,Match_26_Innings_2_Over_12_UTF,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_12_UTF_Delivery_2,2,Match_26_Innings_2_Over_12_UTF,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_12_UTF_Delivery_3,3,Match_26_Innings_2_Over_12_UTF,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_12_Completed_Delivery_4,4,Match_26_Innings_2_Over_12_Completed,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Mitchell Marquez
Match_26_Innings_2_Over_12_Completed_Delivery_5,5,Match_26_Innings_2_Over_12_Completed,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Mitchell Marquez
Match_26_Innings_2_Over_12_Completed_Delivery_6,6,Match_26_Innings_2_Over_12_Completed,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Mitchell Marquez
Match_26_Innings_2_Over_13_Delivery_1,1,Match_26_Innings_2_Over_13,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_13_Delivery_2,2,Match_26_Innings_2_Over_13,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_13_Delivery_3,3,Match_26_Innings_2_Over_13,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_13_Delivery_4,4,Match_26_Innings_2_Over_13,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_13_Delivery_5,5,Match_26_Innings_2_Over_13,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_13_Delivery_6,6,Match_26_Innings_2_Over_13,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Jonathan Jimenez
Match_26_Innings_2_Over_14_Delivery_1,1,Match_26_Innings_2_Over_14,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_14_Delivery_2,2,Match_26_Innings_2_Over_14,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_14_Delivery_3,3,Match_26_Innings_2_Over_14,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_14_Delivery_4,4,Match_26_Innings_2_Over_14,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_14_Delivery_5,5,Match_26_Innings_2_Over_14,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_14_Delivery_6,6,Match_26_Innings_2_Over_14,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_15_Delivery_1,1,Match_26_Innings_2_Over_15,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_15_Delivery_2,2,Match_26_Innings_2_Over_15,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_15_Delivery_3,3,Match_26_Innings_2_Over_15,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_15_Delivery_4,4,Match_26_Innings_2_Over_15,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_15_Delivery_5,5,Match_26_Innings_2_Over_15,Ronald Johnson,Dot Ball,0,,,0 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_15_Delivery_6,6,Match_26_Innings_2_Over_15,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_16_Delivery_1,1,Match_26_Innings_2_Over_16,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_16_Delivery_2,2,Match_26_Innings_2_Over_16,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_16_Delivery_3,3,Match_26_Innings_2_Over_16,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_16_Delivery_4,4,Match_26_Innings_2_Over_16,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_16_Delivery_5,5,Match_26_Innings_2_Over_16,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_16_Delivery_6,6,Match_26_Innings_2_Over_16,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Karen Anderson
Match_26_Innings_2_Over_17_Delivery_1,1,Match_26_Innings_2_Over_17,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_17_Delivery_2,2,Match_26_Innings_2_Over_17,Ronald Johnson,Runs,2,,,2 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_17_Delivery_3,3,Match_26_Innings_2_Over_17,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_17_Delivery_4,4,Match_26_Innings_2_Over_17,Ronald Johnson,Runs,4,,,4 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
Match_26_Innings_2_Over_17_Delivery_5,5,Match_26_Innings_2_Over_17,Ronald Johnson,Runs,1,,,1 runs this delivery,Match_26_Innings_2,Match_26,Amy Fletcher
