Name,Degree,Module,Year,Degree Credit
VET-962,PhD Veterinary Medicine,Engineer Ubiquitous Metrics,1,PhD Veterinary Medicine_Year_1
VET-875,PhD Veterinary Medicine,Cultivate Real-Time Deliverables,1,PhD Veterinary Medicine_Year_1
VET-478,PhD Veterinary Medicine,Productize Transparent Initiatives,1,PhD Veterinary Medicine_Year_1
VET-529,PhD Veterinary Medicine,Productize Value-Added Models,1,PhD Veterinary Medicine_Year_1
VET-437,PhD Veterinary Medicine,Strategize Cross-Media Users,1,PhD Veterinary Medicine_Year_1
VET-136,PhD Veterinary Medicine,Grow Visionary Info-Mediaries,1,PhD Veterinary Medicine_Year_1
VET-616,PhD Veterinary Medicine,Re-Contextualize Extensible Solutions,1,PhD Veterinary Medicine_Year_1
VET-523,PhD Veterinary Medicine,Scale Vertical Systems,1,PhD Veterinary Medicine_Year_1
VET-776,PhD Veterinary Medicine,Embrace Seamless Niches,1,PhD Veterinary Medicine_Year_1
VET-968,PhD Veterinary Medicine,Incubate B2B Markets,1,PhD Veterinary Medicine_Year_1
VET-552,PhD Veterinary Medicine,Implement Interactive Convergence,2,PhD Veterinary Medicine_Year_2
VET-539,PhD Veterinary Medicine,Brand Proactive E-Business,2,PhD Veterinary Medicine_Year_2
VET-504,PhD Veterinary Medicine,Grow Bricks-And-Clicks Bandwidth,2,PhD Veterinary Medicine_Year_2
VET-225,PhD Veterinary Medicine,Syndicate Scalable Info-Mediaries,2,PhD Veterinary Medicine_Year_2
VET-690,PhD Veterinary Medicine,Repurpose Granular Deliverables,2,PhD Veterinary Medicine_Year_2
VET-600,PhD Veterinary Medicine,Utilize Best-Of-Breed Vortals,2,PhD Veterinary Medicine_Year_2
VET-463,PhD Veterinary Medicine,Enable End-To-End Initiatives,2,PhD Veterinary Medicine_Year_2
VET-328,PhD Veterinary Medicine,Engage Back-End Communities,2,PhD Veterinary Medicine_Year_2
VET-303,PhD Veterinary Medicine,Revolutionize Sticky Content,2,PhD Veterinary Medicine_Year_2
VET-325,PhD Veterinary Medicine,Cultivate Magnetic E-Business,2,PhD Veterinary Medicine_Year_2
VET-706,PhD Veterinary Medicine,Disintermediate Bleeding-Edge Channels,3,PhD Veterinary Medicine_Year_3
VET-714,PhD Veterinary Medicine,Enhance Front-End Web-Readiness,3,PhD Veterinary Medicine_Year_3
VET-604,PhD Veterinary Medicine,Target Enterprise Web-Readiness,3,PhD Veterinary Medicine_Year_3
VET-824,PhD Veterinary Medicine,Reinvent Virtual Paradigms,3,PhD Veterinary Medicine_Year_3
VET-471,PhD Veterinary Medicine,Transform Innovative Synergies,3,PhD Veterinary Medicine_Year_3
VET-715,PhD Veterinary Medicine,Transform Next-Generation E-Tailers,3,PhD Veterinary Medicine_Year_3
VET-697,PhD Veterinary Medicine,Productize Global Niches,3,PhD Veterinary Medicine_Year_3
VET-631,PhD Veterinary Medicine,Revolutionize Bricks-And-Clicks Experiences,3,PhD Veterinary Medicine_Year_3
VET-372,PhD Veterinary Medicine,Transition Value-Added E-Services,3,PhD Veterinary Medicine_Year_3
VET-767,PhD Veterinary Medicine,Scale Front-End E-Business,3,PhD Veterinary Medicine_Year_3
VET-880,PhD Veterinary Medicine,E-Enable Web-Enabled Eyeballs,4,PhD Veterinary Medicine_Year_4
VET-200,PhD Veterinary Medicine,Brand Collaborative Interfaces,4,PhD Veterinary Medicine_Year_4
VET-692,PhD Veterinary Medicine,Generate Bricks-And-Clicks Supply-Chains,4,PhD Veterinary Medicine_Year_4
VET-874,PhD Veterinary Medicine,Engineer 24/7 Synergies,4,PhD Veterinary Medicine_Year_4
VET-385,PhD Veterinary Medicine,Synergize Distributed Schemas,4,PhD Veterinary Medicine_Year_4
VET-226,PhD Veterinary Medicine,Deploy 24/365 Functionalities,4,PhD Veterinary Medicine_Year_4
VET-539,PhD Veterinary Medicine,Monetize Next-Generation Convergence,4,PhD Veterinary Medicine_Year_4
VET-496,PhD Veterinary Medicine,Leverage Value-Added Technologies,4,PhD Veterinary Medicine_Year_4
VET-479,PhD Veterinary Medicine,Monetize 24/365 Web-Readiness,4,PhD Veterinary Medicine_Year_4
VET-338,PhD Veterinary Medicine,Morph Enterprise E-Services,4,PhD Veterinary Medicine_Year_4
ENG-263,BEng Engineering,Utilize Ubiquitous Experiences,1,BEng Engineering_Year_1
ENG-112,BEng Engineering,Generate 24/365 Niches,1,BEng Engineering_Year_1
ENG-334,BEng Engineering,Generate Interactive Vortals,1,BEng Engineering_Year_1
ENG-990,BEng Engineering,Transition Cutting-Edge Schemas,1,BEng Engineering_Year_1
ENG-870,BEng Engineering,Engineer Dot-Com Synergies,1,BEng Engineering_Year_1
ENG-361,BEng Engineering,Harness Enterprise Architectures,1,BEng Engineering_Year_1
ENG-253,BEng Engineering,Expedite Dynamic Relationships,1,BEng Engineering_Year_1
ENG-112,BEng Engineering,Redefine Vertical Infrastructures,1,BEng Engineering_Year_1
ENG-931,BEng Engineering,Disintermediate Vertical Systems,1,BEng Engineering_Year_1
ENG-247,BEng Engineering,Grow Leading-Edge Relationships,1,BEng Engineering_Year_1
ENG-366,BEng Engineering,Synergize Revolutionary Technologies,2,BEng Engineering_Year_2
ENG-530,BEng Engineering,Architect Distributed Interfaces,2,BEng Engineering_Year_2
ENG-243,BEng Engineering,Visualize Best-Of-Breed Communities,2,BEng Engineering_Year_2
ENG-833,BEng Engineering,Deploy Strategic Supply-Chains,2,BEng Engineering_Year_2
ENG-268,BEng Engineering,Monetize Strategic Action-Items,2,BEng Engineering_Year_2
ENG-338,BEng Engineering,Exploit Visionary Mindshare,2,BEng Engineering_Year_2
ENG-450,BEng Engineering,Transition Intuitive Paradigms,2,BEng Engineering_Year_2
ENG-565,BEng Engineering,Deliver Next-Generation Deliverables,2,BEng Engineering_Year_2
ENG-886,BEng Engineering,Exploit Magnetic Info-Mediaries,2,BEng Engineering_Year_2
ENG-469,BEng Engineering,Grow End-To-End E-Commerce,2,BEng Engineering_Year_2
ENG-973,BEng Engineering,Disintermediate Transparent E-Services,3,BEng Engineering_Year_3
ENG-932,BEng Engineering,Incentivize Compelling Bandwidth,3,BEng Engineering_Year_3
ENG-579,BEng Engineering,Strategize Next-Generation Solutions,3,BEng Engineering_Year_3
ENG-381,BEng Engineering,Utilize Extensible Web Services,3,BEng Engineering_Year_3
ENG-889,BEng Engineering,Seize Vertical Markets,3,BEng Engineering_Year_3
ENG-627,BEng Engineering,Streamline Rich Vortals,3,BEng Engineering_Year_3
ENG-825,BEng Engineering,Architect Plug-And-Play Mindshare,3,BEng Engineering_Year_3
ENG-379,BEng Engineering,Streamline One-To-One Mindshare,3,BEng Engineering_Year_3
ENG-112,BEng Engineering,Reinvent B2C Platforms,3,BEng Engineering_Year_3
ENG-816,BEng Engineering,Orchestrate Customized E-Commerce,3,BEng Engineering_Year_3
ENG-540,BEng Engineering,Visualize One-To-One E-Business,4,BEng Engineering_Year_4
ENG-408,BEng Engineering,Utilize Rich Roi,4,BEng Engineering_Year_4
ENG-306,BEng Engineering,Generate End-To-End Experiences,4,BEng Engineering_Year_4
ENG-294,BEng Engineering,Innovate Wireless Architectures,4,BEng Engineering_Year_4
ENG-358,BEng Engineering,Seize 24/7 Initiatives,4,BEng Engineering_Year_4
ENG-679,BEng Engineering,Seize User-Centric Web-Readiness,4,BEng Engineering_Year_4
ENG-536,BEng Engineering,Re-Intermediate B2B Markets,4,BEng Engineering_Year_4
ENG-133,BEng Engineering,Embrace Rich Channels,4,BEng Engineering_Year_4
ENG-914,BEng Engineering,Incubate Distributed Synergies,4,BEng Engineering_Year_4
ENG-184,BEng Engineering,Revolutionize Enterprise Web-Readiness,4,BEng Engineering_Year_4
ENG-176,MEng Engineering,Drive Mission-Critical Partnerships,1,MEng Engineering_Year_1
ENG-730,MEng Engineering,Redefine Out-Of-The-Box Schemas,1,MEng Engineering_Year_1
ENG-800,MEng Engineering,Orchestrate Turn-Key Partnerships,1,MEng Engineering_Year_1
ENG-526,MEng Engineering,Seize Next-Generation Synergies,1,MEng Engineering_Year_1
ENG-858,MEng Engineering,Brand Synergistic E-Services,1,MEng Engineering_Year_1
ENG-505,MEng Engineering,Expedite Vertical Action-Items,1,MEng Engineering_Year_1
ENG-333,MEng Engineering,Incentivize Dynamic Initiatives,1,MEng Engineering_Year_1
ENG-617,MEng Engineering,Whiteboard Dynamic Communities,1,MEng Engineering_Year_1
ENG-767,MEng Engineering,Expedite Robust Platforms,1,MEng Engineering_Year_1
ENG-668,MEng Engineering,Evolve Ubiquitous E-Markets,1,MEng Engineering_Year_1
ENG-369,MEng Engineering,Scale Cross-Platform Users,2,MEng Engineering_Year_2
ENG-769,MEng Engineering,Benchmark Killer Mindshare,2,MEng Engineering_Year_2
ENG-342,MEng Engineering,Expedite Scalable E-Tailers,2,MEng Engineering_Year_2
ENG-277,MEng Engineering,Reinvent Viral Channels,2,MEng Engineering_Year_2
ENG-443,MEng Engineering,Orchestrate Strategic Supply-Chains,2,MEng Engineering_Year_2
ENG-347,MEng Engineering,Engage Robust Solutions,2,MEng Engineering_Year_2
ENG-355,MEng Engineering,Facilitate Dynamic Convergence,2,MEng Engineering_Year_2
ENG-378,MEng Engineering,Incentivize Killer Partnerships,2,MEng Engineering_Year_2
ENG-818,MEng Engineering,E-Enable Open-Source Content,2,MEng Engineering_Year_2
ENG-393,MEng Engineering,Orchestrate Bleeding-Edge Paradigms,2,MEng Engineering_Year_2
ENG-936,MEng Engineering,Repurpose One-To-One Interfaces,3,MEng Engineering_Year_3
ENG-475,MEng Engineering,Visualize Robust Content,3,MEng Engineering_Year_3
ENG-325,MEng Engineering,Evolve Web-Enabled Initiatives,3,MEng Engineering_Year_3
ENG-197,MEng Engineering,Expedite Transparent Convergence,3,MEng Engineering_Year_3
ENG-345,MEng Engineering,Enhance Scalable Models,3,MEng Engineering_Year_3
ENG-868,MEng Engineering,Repurpose Bricks-And-Clicks Web-Readiness,3,MEng Engineering_Year_3
ENG-892,MEng Engineering,Iterate User-Centric Applications,3,MEng Engineering_Year_3
ENG-451,MEng Engineering,Mesh Frictionless Interfaces,3,MEng Engineering_Year_3
ENG-571,MEng Engineering,Scale Dynamic Markets,3,MEng Engineering_Year_3
ENG-154,MEng Engineering,Transform Strategic Communities,3,MEng Engineering_Year_3
ENG-860,MEng Engineering,Iterate Customized Synergies,4,MEng Engineering_Year_4
ENG-486,MEng Engineering,Integrate Collaborative E-Tailers,4,MEng Engineering_Year_4
ENG-910,MEng Engineering,Incentivize Proactive Portals,4,MEng Engineering_Year_4
ENG-962,MEng Engineering,Disintermediate Cutting-Edge Methodologies,4,MEng Engineering_Year_4
ENG-320,MEng Engineering,Leverage Back-End Relationships,4,MEng Engineering_Year_4
ENG-571,MEng Engineering,Empower Turn-Key Web-Readiness,4,MEng Engineering_Year_4
ENG-524,MEng Engineering,Transition End-To-End Systems,4,MEng Engineering_Year_4
ENG-984,MEng Engineering,Grow Turn-Key Partnerships,4,MEng Engineering_Year_4
ENG-358,MEng Engineering,Deliver Web-Enabled Schemas,4,MEng Engineering_Year_4
ENG-137,MEng Engineering,Re-Intermediate Clicks-And-Mortar Web-Readiness,4,MEng Engineering_Year_4
ENG-592,PhD Engineering,Utilize Distributed Platforms,1,PhD Engineering_Year_1
ENG-594,PhD Engineering,Maximize Customized Synergies,1,PhD Engineering_Year_1
ENG-558,PhD Engineering,Brand Impactful Partnerships,1,PhD Engineering_Year_1
ENG-355,PhD Engineering,Unleash Open-Source Communities,1,PhD Engineering_Year_1
ENG-104,PhD Engineering,Implement Cross-Platform Networks,1,PhD Engineering_Year_1
ENG-476,PhD Engineering,Enable World-Class Web-Readiness,1,PhD Engineering_Year_1
ENG-397,PhD Engineering,Revolutionize Interactive Initiatives,1,PhD Engineering_Year_1
ENG-173,PhD Engineering,Envisioneer Granular Infrastructures,1,PhD Engineering_Year_1
ENG-459,PhD Engineering,Engineer Frictionless Deliverables,1,PhD Engineering_Year_1
ENG-721,PhD Engineering,Exploit Killer Synergies,1,PhD Engineering_Year_1
ENG-315,PhD Engineering,Cultivate Turn-Key Synergies,2,PhD Engineering_Year_2
ENG-719,PhD Engineering,Seize B2C Deliverables,2,PhD Engineering_Year_2
ENG-312,PhD Engineering,Leverage Robust Infrastructures,2,PhD Engineering_Year_2
ENG-467,PhD Engineering,E-Enable Customized Architectures,2,PhD Engineering_Year_2
ENG-176,PhD Engineering,Harness Rich Web Services,2,PhD Engineering_Year_2
ENG-339,PhD Engineering,Empower Value-Added E-Services,2,PhD Engineering_Year_2
ENG-730,PhD Engineering,Generate Compelling Solutions,2,PhD Engineering_Year_2
ENG-237,PhD Engineering,Embrace Magnetic Info-Mediaries,2,PhD Engineering_Year_2
ENG-525,PhD Engineering,Whiteboard Seamless Info-Mediaries,2,PhD Engineering_Year_2
ENG-554,PhD Engineering,Seize Customized Info-Mediaries,2,PhD Engineering_Year_2
ENG-157,PhD Engineering,Target Wireless Architectures,3,PhD Engineering_Year_3
ENG-451,PhD Engineering,Engage Impactful Info-Mediaries,3,PhD Engineering_Year_3
ENG-223,PhD Engineering,Implement Rich Content,3,PhD Engineering_Year_3
ENG-527,PhD Engineering,Embrace Strategic Markets,3,PhD Engineering_Year_3
ENG-911,PhD Engineering,Generate Intuitive Content,3,PhD Engineering_Year_3
ENG-969,PhD Engineering,Evolve Dot-Com E-Markets,3,PhD Engineering_Year_3
ENG-156,PhD Engineering,Generate Front-End Action-Items,3,PhD Engineering_Year_3
ENG-633,PhD Engineering,Morph Next-Generation Partnerships,3,PhD Engineering_Year_3
ENG-560,PhD Engineering,Repurpose Best-Of-Breed Platforms,3,PhD Engineering_Year_3
ENG-412,PhD Engineering,Integrate Compelling E-Services,3,PhD Engineering_Year_3
ENG-183,PhD Engineering,Aggregate Killer Infrastructures,4,PhD Engineering_Year_4
ENG-514,PhD Engineering,Enable Bricks-And-Clicks Markets,4,PhD Engineering_Year_4
ENG-952,PhD Engineering,Mesh B2C Metrics,4,PhD Engineering_Year_4
ENG-814,PhD Engineering,Brand Dynamic Markets,4,PhD Engineering_Year_4
ENG-407,PhD Engineering,Redefine Frictionless Mindshare,4,PhD Engineering_Year_4
ENG-591,PhD Engineering,Transition Dot-Com Applications,4,PhD Engineering_Year_4
ENG-143,PhD Engineering,Brand One-To-One E-Business,4,PhD Engineering_Year_4
ENG-935,PhD Engineering,Utilize Bleeding-Edge Experiences,4,PhD Engineering_Year_4
ENG-705,PhD Engineering,Orchestrate User-Centric E-Business,4,PhD Engineering_Year_4
ENG-739,PhD Engineering,Enhance Interactive Mindshare,4,PhD Engineering_Year_4
MEC-521,BEng Mechanical Engineering,Generate Revolutionary Initiatives,1,BEng Mechanical Engineering_Year_1
MEC-243,BEng Mechanical Engineering,Strategize Killer E-Commerce,1,BEng Mechanical Engineering_Year_1
MEC-320,BEng Mechanical Engineering,Streamline Back-End Models,1,BEng Mechanical Engineering_Year_1
MEC-377,BEng Mechanical Engineering,Monetize Back-End Networks,1,BEng Mechanical Engineering_Year_1
MEC-299,BEng Mechanical Engineering,Repurpose Collaborative Systems,1,BEng Mechanical Engineering_Year_1
MEC-787,BEng Mechanical Engineering,Matrix Compelling Platforms,1,BEng Mechanical Engineering_Year_1
MEC-363,BEng Mechanical Engineering,Architect Out-Of-The-Box E-Tailers,1,BEng Mechanical Engineering_Year_1
MEC-303,BEng Mechanical Engineering,Strategize World-Class Systems,1,BEng Mechanical Engineering_Year_1
MEC-150,BEng Mechanical Engineering,Empower Value-Added E-Markets,1,BEng Mechanical Engineering_Year_1
MEC-400,BEng Mechanical Engineering,Embrace End-To-End Models,1,BEng Mechanical Engineering_Year_1
MEC-891,BEng Mechanical Engineering,Syndicate Proactive Paradigms,2,BEng Mechanical Engineering_Year_2
MEC-920,BEng Mechanical Engineering,Transition Bricks-And-Clicks Networks,2,BEng Mechanical Engineering_Year_2
MEC-836,BEng Mechanical Engineering,Strategize Visionary Interfaces,2,BEng Mechanical Engineering_Year_2
MEC-423,BEng Mechanical Engineering,Facilitate Wireless Synergies,2,BEng Mechanical Engineering_Year_2
MEC-475,BEng Mechanical Engineering,Generate End-To-End Roi,2,BEng Mechanical Engineering_Year_2
MEC-257,BEng Mechanical Engineering,Strategize Rich Networks,2,BEng Mechanical Engineering_Year_2
MEC-952,BEng Mechanical Engineering,Mesh Real-Time Vortals,2,BEng Mechanical Engineering_Year_2
MEC-367,BEng Mechanical Engineering,Engage Value-Added Bandwidth,2,BEng Mechanical Engineering_Year_2
MEC-954,BEng Mechanical Engineering,Target Robust Mindshare,2,BEng Mechanical Engineering_Year_2
MEC-482,BEng Mechanical Engineering,Facilitate Cutting-Edge Applications,2,BEng Mechanical Engineering_Year_2
MEC-164,BEng Mechanical Engineering,Redefine Open-Source Partnerships,3,BEng Mechanical Engineering_Year_3
MEC-760,BEng Mechanical Engineering,Innovate One-To-One Deliverables,3,BEng Mechanical Engineering_Year_3
MEC-875,BEng Mechanical Engineering,Empower Impactful Communities,3,BEng Mechanical Engineering_Year_3
MEC-432,BEng Mechanical Engineering,Incubate Front-End Web-Readiness,3,BEng Mechanical Engineering_Year_3
MEC-215,BEng Mechanical Engineering,Aggregate Frictionless Deliverables,3,BEng Mechanical Engineering_Year_3
MEC-873,BEng Mechanical Engineering,Mesh 24/365 Action-Items,3,BEng Mechanical Engineering_Year_3
MEC-982,BEng Mechanical Engineering,Repurpose Efficient Interfaces,3,BEng Mechanical Engineering_Year_3
MEC-988,BEng Mechanical Engineering,Repurpose Cross-Media Applications,3,BEng Mechanical Engineering_Year_3
MEC-445,BEng Mechanical Engineering,Transition B2C Architectures,3,BEng Mechanical Engineering_Year_3
MEC-844,BEng Mechanical Engineering,Facilitate Robust Eyeballs,3,BEng Mechanical Engineering_Year_3
MEC-850,BEng Mechanical Engineering,Deploy Customized Content,4,BEng Mechanical Engineering_Year_4
MEC-905,BEng Mechanical Engineering,Matrix Turn-Key Synergies,4,BEng Mechanical Engineering_Year_4
MEC-844,BEng Mechanical Engineering,Monetize Clicks-And-Mortar E-Markets,4,BEng Mechanical Engineering_Year_4
MEC-563,BEng Mechanical Engineering,Harness Holistic Architectures,4,BEng Mechanical Engineering_Year_4
MEC-799,BEng Mechanical Engineering,Synergize Dot-Com E-Commerce,4,BEng Mechanical Engineering_Year_4
MEC-312,BEng Mechanical Engineering,Incentivize One-To-One Niches,4,BEng Mechanical Engineering_Year_4
MEC-111,BEng Mechanical Engineering,Target Frictionless Mindshare,4,BEng Mechanical Engineering_Year_4
MEC-604,BEng Mechanical Engineering,Harness Seamless E-Tailers,4,BEng Mechanical Engineering_Year_4
MEC-323,BEng Mechanical Engineering,Synthesize Next-Generation Bandwidth,4,BEng Mechanical Engineering_Year_4
MEC-118,BEng Mechanical Engineering,Deploy Front-End Roi,4,BEng Mechanical Engineering_Year_4
MEC-368,MEng Mechanical Engineering,Revolutionize Holistic Models,1,MEng Mechanical Engineering_Year_1
MEC-550,MEng Mechanical Engineering,Syndicate Out-Of-The-Box Portals,1,MEng Mechanical Engineering_Year_1
MEC-278,MEng Mechanical Engineering,Transform Visionary Schemas,1,MEng Mechanical Engineering_Year_1
MEC-587,MEng Mechanical Engineering,Envisioneer One-To-One Communities,1,MEng Mechanical Engineering_Year_1
MEC-873,MEng Mechanical Engineering,Embrace Sticky Interfaces,1,MEng Mechanical Engineering_Year_1
MEC-171,MEng Mechanical Engineering,Leverage World-Class Roi,1,MEng Mechanical Engineering_Year_1
MEC-438,MEng Mechanical Engineering,Brand Integrated Web Services,1,MEng Mechanical Engineering_Year_1
MEC-372,MEng Mechanical Engineering,Architect Out-Of-The-Box E-Business,1,MEng Mechanical Engineering_Year_1
MEC-154,MEng Mechanical Engineering,Redefine One-To-One Applications,1,MEng Mechanical Engineering_Year_1
MEC-242,MEng Mechanical Engineering,Re-Intermediate Visionary E-Services,1,MEng Mechanical Engineering_Year_1
MEC-753,MEng Mechanical Engineering,Extend User-Centric E-Tailers,2,MEng Mechanical Engineering_Year_2
MEC-688,MEng Mechanical Engineering,Deploy 24/365 Models,2,MEng Mechanical Engineering_Year_2
MEC-839,MEng Mechanical Engineering,Streamline Transparent Initiatives,2,MEng Mechanical Engineering_Year_2
MEC-850,MEng Mechanical Engineering,Optimize E-Business Relationships,2,MEng Mechanical Engineering_Year_2
MEC-810,MEng Mechanical Engineering,Exploit Vertical Applications,2,MEng Mechanical Engineering_Year_2
MEC-486,MEng Mechanical Engineering,Optimize Efficient Methodologies,2,MEng Mechanical Engineering_Year_2
MEC-798,MEng Mechanical Engineering,Envisioneer Open-Source Users,2,MEng Mechanical Engineering_Year_2
MEC-952,MEng Mechanical Engineering,Scale Transparent Functionalities,2,MEng Mechanical Engineering_Year_2
MEC-696,MEng Mechanical Engineering,Aggregate Compelling Functionalities,2,MEng Mechanical Engineering_Year_2
MEC-651,MEng Mechanical Engineering,Expedite Mission-Critical Paradigms,2,MEng Mechanical Engineering_Year_2
MEC-798,MEng Mechanical Engineering,Scale E-Business Deliverables,3,MEng Mechanical Engineering_Year_3
MEC-326,MEng Mechanical Engineering,Syndicate E-Business E-Markets,3,MEng Mechanical Engineering_Year_3
MEC-794,MEng Mechanical Engineering,Matrix Innovative Relationships,3,MEng Mechanical Engineering_Year_3
MEC-289,MEng Mechanical Engineering,Integrate Rich Bandwidth,3,MEng Mechanical Engineering_Year_3
MEC-852,MEng Mechanical Engineering,Deploy Next-Generation Communities,3,MEng Mechanical Engineering_Year_3
MEC-801,MEng Mechanical Engineering,Morph Revolutionary Users,3,MEng Mechanical Engineering_Year_3
MEC-352,MEng Mechanical Engineering,Repurpose Viral Markets,3,MEng Mechanical Engineering_Year_3
MEC-394,MEng Mechanical Engineering,Deploy Impactful E-Services,3,MEng Mechanical Engineering_Year_3
MEC-449,MEng Mechanical Engineering,Matrix Web-Enabled Applications,3,MEng Mechanical Engineering_Year_3
MEC-540,MEng Mechanical Engineering,E-Enable Leading-Edge Schemas,3,MEng Mechanical Engineering_Year_3
MEC-249,MEng Mechanical Engineering,Facilitate Cutting-Edge E-Commerce,4,MEng Mechanical Engineering_Year_4
MEC-925,MEng Mechanical Engineering,Generate Best-Of-Breed Initiatives,4,MEng Mechanical Engineering_Year_4
MEC-331,MEng Mechanical Engineering,Scale Back-End Metrics,4,MEng Mechanical Engineering_Year_4
MEC-248,MEng Mechanical Engineering,Monetize Visionary Initiatives,4,MEng Mechanical Engineering_Year_4
MEC-773,MEng Mechanical Engineering,Innovate Sticky Technologies,4,MEng Mechanical Engineering_Year_4
MEC-870,MEng Mechanical Engineering,Envisioneer Innovative Channels,4,MEng Mechanical Engineering_Year_4
MEC-539,MEng Mechanical Engineering,Envisioneer Open-Source Niches,4,MEng Mechanical Engineering_Year_4
MEC-713,MEng Mechanical Engineering,Re-Intermediate End-To-End Networks,4,MEng Mechanical Engineering_Year_4
MEC-331,MEng Mechanical Engineering,Revolutionize Out-Of-The-Box Niches,4,MEng Mechanical Engineering_Year_4
MEC-216,MEng Mechanical Engineering,Orchestrate World-Class Vortals,4,MEng Mechanical Engineering_Year_4
MEC-690,PhD Mechanical Engineering,Implement Granular Web-Readiness,1,PhD Mechanical Engineering_Year_1
MEC-558,PhD Mechanical Engineering,Morph Bricks-And-Clicks Info-Mediaries,1,PhD Mechanical Engineering_Year_1
MEC-632,PhD Mechanical Engineering,Repurpose Cross-Platform E-Markets,1,PhD Mechanical Engineering_Year_1
MEC-941,PhD Mechanical Engineering,Transform E-Business Systems,1,PhD Mechanical Engineering_Year_1
MEC-983,PhD Mechanical Engineering,Revolutionize Viral Users,1,PhD Mechanical Engineering_Year_1
MEC-489,PhD Mechanical Engineering,Enable B2C Deliverables,1,PhD Mechanical Engineering_Year_1
MEC-349,PhD Mechanical Engineering,Disintermediate Compelling Functionalities,1,PhD Mechanical Engineering_Year_1
MEC-328,PhD Mechanical Engineering,Architect Open-Source Methodologies,1,PhD Mechanical Engineering_Year_1
MEC-751,PhD Mechanical Engineering,Incubate 24/365 Supply-Chains,1,PhD Mechanical Engineering_Year_1
MEC-977,PhD Mechanical Engineering,Empower B2B Experiences,1,PhD Mechanical Engineering_Year_1
MEC-738,PhD Mechanical Engineering,Reinvent Synergistic Experiences,2,PhD Mechanical Engineering_Year_2
MEC-498,PhD Mechanical Engineering,Revolutionize Leading-Edge Initiatives,2,PhD Mechanical Engineering_Year_2
MEC-499,PhD Mechanical Engineering,Optimize Best-Of-Breed Users,2,PhD Mechanical Engineering_Year_2
MEC-931,PhD Mechanical Engineering,Visualize Turn-Key Methodologies,2,PhD Mechanical Engineering_Year_2
MEC-709,PhD Mechanical Engineering,Productize One-To-One Experiences,2,PhD Mechanical Engineering_Year_2
MEC-121,PhD Mechanical Engineering,Exploit Dynamic Functionalities,2,PhD Mechanical Engineering_Year_2
MEC-282,PhD Mechanical Engineering,Seize Vertical Content,2,PhD Mechanical Engineering_Year_2
MEC-116,PhD Mechanical Engineering,Leverage Leading-Edge Web-Readiness,2,PhD Mechanical Engineering_Year_2
MEC-824,PhD Mechanical Engineering,Redefine Web-Enabled E-Commerce,2,PhD Mechanical Engineering_Year_2
MEC-471,PhD Mechanical Engineering,Redefine Strategic Mindshare,2,PhD Mechanical Engineering_Year_2
MEC-941,PhD Mechanical Engineering,Leverage Enterprise Partnerships,3,PhD Mechanical Engineering_Year_3
MEC-824,PhD Mechanical Engineering,Monetize Bricks-And-Clicks Networks,3,PhD Mechanical Engineering_Year_3
MEC-987,PhD Mechanical Engineering,E-Enable Back-End E-Markets,3,PhD Mechanical Engineering_Year_3
MEC-420,PhD Mechanical Engineering,Innovate E-Business Markets,3,PhD Mechanical Engineering_Year_3
MEC-249,PhD Mechanical Engineering,Unleash User-Centric Portals,3,PhD Mechanical Engineering_Year_3
MEC-564,PhD Mechanical Engineering,Extend Vertical Action-Items,3,PhD Mechanical Engineering_Year_3
MEC-596,PhD Mechanical Engineering,Brand Global Relationships,3,PhD Mechanical Engineering_Year_3
MEC-314,PhD Mechanical Engineering,Innovate End-To-End E-Services,3,PhD Mechanical Engineering_Year_3
MEC-692,PhD Mechanical Engineering,Exploit Seamless Paradigms,3,PhD Mechanical Engineering_Year_3
MEC-785,PhD Mechanical Engineering,Morph World-Class Technologies,3,PhD Mechanical Engineering_Year_3
MEC-607,PhD Mechanical Engineering,Synergize Collaborative E-Tailers,4,PhD Mechanical Engineering_Year_4
MEC-908,PhD Mechanical Engineering,Utilize End-To-End Users,4,PhD Mechanical Engineering_Year_4
MEC-993,PhD Mechanical Engineering,Revolutionize Turn-Key Networks,4,PhD Mechanical Engineering_Year_4
MEC-238,PhD Mechanical Engineering,Facilitate B2B E-Business,4,PhD Mechanical Engineering_Year_4
MEC-844,PhD Mechanical Engineering,Incentivize Rich Vortals,4,PhD Mechanical Engineering_Year_4
MEC-285,PhD Mechanical Engineering,Deploy Out-Of-The-Box Partnerships,4,PhD Mechanical Engineering_Year_4
MEC-545,PhD Mechanical Engineering,Optimize Back-End Deliverables,4,PhD Mechanical Engineering_Year_4
MEC-799,PhD Mechanical Engineering,Engineer Frictionless Networks,4,PhD Mechanical Engineering_Year_4
MEC-546,PhD Mechanical Engineering,Scale Out-Of-The-Box E-Business,4,PhD Mechanical Engineering_Year_4
MEC-701,PhD Mechanical Engineering,Deploy 24/365 Methodologies,4,PhD Mechanical Engineering_Year_4
ELE-227,BEng Electrical Engineering,Expedite Mission-Critical E-Commerce,1,BEng Electrical Engineering_Year_1
ELE-567,BEng Electrical Engineering,Exploit Frictionless Action-Items,1,BEng Electrical Engineering_Year_1
ELE-905,BEng Electrical Engineering,Harness Clicks-And-Mortar Experiences,1,BEng Electrical Engineering_Year_1
ELE-201,BEng Electrical Engineering,Repurpose Sticky Deliverables,1,BEng Electrical Engineering_Year_1
